GameID,Player,Round,Turn,AgentName,ActionDescription
0,0,19,0,Br,MILITIA : Player 0
0,0,19,1,Br,BuyCard: GOLD by player 0
0,0,20,0,Br,End Current Phase
0,0,20,1,Br,BuyCard: PROVINCE by player 0
0,1,1,0,Platinus,End Current Phase
0,1,1,1,Platinus,BuyCard: SILVER by player 1
0,1,2,0,Platinus,End Current Phase
0,1,2,1,Platinus,BuyCard: SILVER by player 1
0,1,3,0,Platinus,End Current Phase
0,1,3,1,Platinus,BuyCard: MINE by player 1
0,1,4,0,Platinus,End Current Phase
0,1,4,1,Platinus,BuyCard: VILLAGE by player 1
0,1,5,0,Platinus,End Current Phase
0,1,5,1,Platinus,BuyCard: MOAT by player 1
0,1,6,0,Platinus,VILLAGE : Player 1
0,1,6,1,Platinus,BuyCard: MARKET by player 1
0,1,7,0,Platinus,MINE : Player 1
0,1,7,1,Platinus,Player 1 trashes a COPPER from HAND
0,1,7,2,Platinus,BuyCard: REMODEL by player 1
0,1,8,0,Platinus,MOAT : Player 1
0,1,8,1,Platinus,BuyCard: MARKET by player 1
0,1,9,0,Platinus,VILLAGE : Player 1
0,1,9,1,Platinus,MARKET : Player 1
0,1,9,2,Platinus,MARKET : Player 1
0,1,9,3,Platinus,MINE : Player 1
0,1,9,4,Platinus,Player 1 trashes a COPPER from HAND
0,1,9,5,Platinus,BuyCard: GOLD by player 1
0,1,10,0,Platinus,MOAT : Player 1
0,1,10,1,Platinus,BuyCard: REMODEL by player 1
0,1,11,0,Platinus,MARKET : Player 1
0,1,11,1,Platinus,BuyCard: MARKET by player 1
0,1,12,0,Platinus,MARKET : Player 1
0,1,12,1,Platinus,REMODEL : Player 1
0,1,12,2,Platinus,Player 1 trashes a ESTATE from HAND
0,1,12,3,Platinus,GainCard: VILLAGE by player 1
0,1,12,4,Platinus,BuyCard: MARKET by player 1
0,1,13,0,Platinus,End Current Phase
0,1,13,1,Platinus,BuyCard: GOLD by player 1
0,1,14,0,Platinus,VILLAGE : Player 1
0,1,14,1,Platinus,MINE : Player 1
0,1,14,2,Platinus,Player 1 trashes a COPPER from HAND
0,1,14,3,Platinus,REMODEL : Player 1
0,1,14,4,Platinus,Player 1 trashes a ESTATE from HAND
0,1,14,5,Platinus,GainCard: REMODEL by player 1
0,1,14,6,Platinus,BuyCard: MARKET by player 1
0,1,15,0,Platinus,MARKET : Player 1
0,1,15,1,Platinus,MARKET : Player 1
0,1,15,2,Platinus,REMODEL : Player 1
0,1,15,3,Platinus,Player 1 trashes a ESTATE from HAND
0,1,15,4,Platinus,GainCard: REMODEL by player 1
0,1,15,5,Platinus,BuyCard: GOLD by player 1
0,1,16,0,Platinus,VILLAGE : Player 1
0,1,16,1,Platinus,MARKET : Player 1
0,1,16,2,Platinus,MOAT : Player 1
0,1,16,3,Platinus,MARKET : Player 1
0,1,16,4,Platinus,BuyCard: PROVINCE by player 1
0,1,16,5,Platinus,BuyCard: MARKET by player 1
0,1,17,0,Platinus,MARKET : Player 1
0,1,17,1,Platinus,REMODEL : Player 1
0,1,17,2,Platinus,Player 1 trashes a GOLD from HAND
0,1,17,3,Platinus,GainCard: PROVINCE by player 1
0,1,17,4,Platinus,BuyCard: VILLAGE by player 1
0,1,18,0,Platinus,MARKET : Player 1
0,1,18,1,Platinus,MARKET : Player 1
0,1,18,2,Platinus,VILLAGE : Player 1
0,1,18,3,Platinus,MINE : Player 1
0,1,18,4,Platinus,Player 1 trashes a SILVER from HAND
0,1,18,5,Platinus,REMODEL : Player 1
0,1,18,6,Platinus,Player 1 trashes a MOAT from HAND
0,1,18,7,Platinus,GainCard: REMODEL by player 1
0,1,18,8,Platinus,BuyCard: PROVINCE by player 1
0,1,19,0,Platinus,VILLAGE : Player 1
0,1,19,1,Platinus,MARKET : Player 1
0,1,19,2,Platinus,REMODEL : Player 1
0,1,19,3,Platinus,Player 1 trashes a SILVER from HAND
0,1,19,4,Platinus,GainCard: DUCHY by player 1
0,1,19,5,Platinus,BuyCard: DUCHY by player 1
0,1,20,0,Platinus,MARKET : Player 1
0,1,20,1,Platinus,MARKET : Player 1
0,1,20,2,Platinus,REMODEL : Player 1
0,1,20,3,Platinus,Player 1 trashes a SILVER from HAND
0,1,20,4,Platinus,GainCard: DUCHY by player 1
0,1,20,5,Platinus,BuyCard: ESTATE by player 1
1,0,1,0,Platinus,End Current Phase
1,0,1,1,Platinus,BuyCard: SILVER by player 0
1,0,2,0,Platinus,End Current Phase
1,0,2,1,Platinus,BuyCard: SILVER by player 0
1,0,3,0,Platinus,End Current Phase
1,0,3,1,Platinus,BuyCard: GOLD by player 0
1,0,4,0,Platinus,End Current Phase
1,0,4,1,Platinus,BuyCard: VILLAGE by player 0
1,0,5,0,Platinus,End Current Phase
1,0,5,1,Platinus,BuyCard: GOLD by player 0
1,0,6,0,Platinus,VILLAGE : Player 0
1,0,6,1,Platinus,BuyCard: REMODEL by player 0
1,0,7,0,Platinus,End Current Phase
1,0,7,1,Platinus,BuyCard: MINE by player 0
1,0,8,0,Platinus,End Current Phase
1,0,8,1,Platinus,BuyCard: MARKET by player 0
1,0,9,0,Platinus,VILLAGE : Player 0
1,0,9,1,Platinus,REMODEL : Player 0
1,0,9,2,Platinus,Player 0 trashes a ESTATE from HAND
1,0,9,3,Platinus,GainCard: REMODEL by player 0
1,0,9,4,Platinus,BuyCard: MARKET by player 0
1,0,10,0,Platinus,REMODEL : Player 0
1,0,10,1,Platinus,Player 0 trashes a COPPER from HAND
1,0,10,2,Platinus,GainCard: MOAT by player 0
1,0,10,3,Platinus,BuyCard: MARKET by player 0
1,0,11,0,Platinus,MARKET : Player 0
1,0,11,1,Platinus,VILLAGE : Player 0
1,0,11,2,Platinus,MINE : Player 0
1,0,11,3,Platinus,Player 0 trashes a SILVER from HAND
1,0,11,4,Platinus,BuyCard: MARKET by player 0
1,0,12,0,Platinus,MARKET : Player 0
1,0,12,1,Platinus,REMODEL : Player 0
1,0,12,2,Platinus,Player 0 trashes a ESTATE from HAND
1,0,12,3,Platinus,GainCard: REMODEL by player 0
1,0,12,4,Platinus,BuyCard: MILITIA by player 0
1,0,13,0,Platinus,MARKET : Player 0
1,0,13,1,Platinus,REMODEL : Player 0
1,0,13,2,Platinus,Player 0 trashes a MOAT from HAND
1,0,13,3,Platinus,GainCard: REMODEL by player 0
1,0,13,4,Platinus,BuyCard: GOLD by player 0
1,0,14,0,Platinus,VILLAGE : Player 0
1,0,14,1,Platinus,MARKET : Player 0
1,0,14,2,Platinus,MARKET : Player 0
1,0,14,3,Platinus,MINE : Player 0
1,0,14,4,Platinus,Player 0 trashes a COPPER from HAND
1,0,14,5,Platinus,REMODEL : Player 0
1,0,14,6,Platinus,Player 0 trashes a SILVER from HAND
1,0,14,7,Platinus,GainCard: MARKET by player 0
1,0,14,8,Platinus,BuyCard: MOAT by player 0
1,0,14,9,Platinus,BuyCard: MOAT by player 0
1,0,15,0,Platinus,MILITIA : Player 0
1,0,15,1,Platinus,BuyCard: MARKET by player 0
1,0,16,0,Platinus,MARKET : Player 0
1,0,16,1,Platinus,MARKET : Player 0
1,0,16,2,Platinus,MARKET : Player 0
1,0,16,3,Platinus,REMODEL : Player 0
1,0,16,4,Platinus,Player 0 trashes a MOAT from HAND
1,0,16,5,Platinus,GainCard: REMODEL by player 0
1,0,16,6,Platinus,BuyCard: PROVINCE by player 0
1,0,17,0,Platinus,VILLAGE : Player 0
1,0,17,1,Platinus,MARKET : Player 0
1,0,17,2,Platinus,MINE : Player 0
1,0,17,3,Platinus,Player 0 trashes a COPPER from HAND
1,0,17,4,Platinus,MILITIA : Player 0
1,0,17,5,Platinus,BuyCard: GOLD by player 0
1,0,18,0,Platinus,REMODEL : Player 0
1,0,18,1,Platinus,Player 0 trashes a MOAT from HAND
1,0,18,2,Platinus,GainCard: REMODEL by player 0
1,0,18,3,Platinus,BuyCard: REMODEL by player 0
1,0,19,0,Platinus,MARKET : Player 0
1,0,19,1,Platinus,MARKET : Player 0
1,0,19,2,Platinus,BuyCard: VILLAGE by player 0
1,0,19,3,Platinus,BuyCard: VILLAGE by player 0
1,0,19,4,Platinus,BuyCard: VILLAGE by player 0
1,0,20,0,Platinus,MARKET : Player 0
1,0,20,1,Platinus,REMODEL : Player 0
1,0,20,2,Platinus,Player 0 trashes a REMODEL from HAND
1,0,20,3,Platinus,GainCard: GOLD by player 0
1,0,20,4,Platinus,GainCard: SMITHY by player 0
1,0,20,5,Platinus,End Current Phase
1,0,21,0,Platinus,REMODEL : Player 0
1,0,21,1,Platinus,Player 0 trashes a ESTATE from HAND
1,0,21,2,Platinus,GainCard: REMODEL by player 0
1,0,21,3,Platinus,BuyCard: GOLD by player 0
1,0,22,0,Platinus,MARKET : Player 0
1,0,22,1,Platinus,REMODEL : Player 0
1,0,22,2,Platinus,Player 0 trashes a GOLD from HAND
1,0,22,3,Platinus,GainCard: PROVINCE by player 0
1,0,22,4,Platinus,BuyCard: MOAT by player 0
1,0,23,0,Platinus,VILLAGE : Player 0
1,0,23,1,Platinus,MARKET : Player 0
1,0,23,2,Platinus,MARKET : Player 0
1,0,23,3,Platinus,VILLAGE : Player 0
1,0,23,4,Platinus,MINE : Player 0
1,0,23,5,Platinus,Player 0 trashes a SILVER from HAND
1,0,23,6,Platinus,REMODEL : Player 0
1,0,23,7,Platinus,Player 0 trashes a REMODEL from HAND
1,0,23,8,Platinus,GainCard: GOLD by player 0
1,0,23,9,Platinus,BuyCard: PROVINCE by player 0
1,0,24,0,Platinus,MARKET : Player 0
1,0,24,1,Platinus,MARKET : Player 0
1,0,24,2,Platinus,MILITIA : Player 0
1,0,24,3,Platinus,BuyCard: PROVINCE by player 0
1,0,25,0,Platinus,VILLAGE : Player 0
1,0,25,1,Platinus,MARKET : Player 0
1,0,25,2,Platinus,MOAT : Player 0
1,0,25,3,Platinus,REMODEL : Player 0
1,0,25,4,Platinus,Player 0 trashes a REMODEL from HAND
1,0,25,5,Platinus,GainCard: GOLD by player 0
1,0,25,6,Platinus,BuyCard: DUCHY by player 0
1,0,26,0,Platinus,MARKET : Player 0
1,0,26,1,Platinus,VILLAGE : Player 0
1,0,26,2,Platinus,REMODEL : Player 0
1,0,26,3,Platinus,Player 0 trashes a GOLD from HAND
1,0,26,4,Platinus,GainCard: PROVINCE by player 0
1,0,26,5,Platinus,REMODEL : Player 0
1,0,26,6,Platinus,Player 0 trashes a GOLD from HAND
1,0,26,7,Platinus,GainCard: PROVINCE by player 0
1,0,26,8,Platinus,BuyCard: VILLAGE by player 0
1,1,1,0,Ebbs,End Current Phase
1,1,1,1,Ebbs,BuyCard: SILVER by player 1
1,1,2,0,Ebbs,End Current Phase
1,1,2,1,Ebbs,BuyCard: SILVER by player 1
1,1,3,0,Ebbs,End Current Phase
1,1,3,1,Ebbs,BuyCard: GOLD by player 1
1,1,4,0,Ebbs,End Current Phase
1,1,4,1,Ebbs,BuyCard: WORKSHOP by player 1
1,1,5,0,Ebbs,End Current Phase
1,1,5,1,Ebbs,BuyCard: SILVER by player 1
1,1,6,0,Ebbs,WORKSHOP : Player 1
1,1,6,1,Ebbs,GainCard: SMITHY by player 1
1,1,6,2,Ebbs,BuyCard: SILVER by player 1
1,1,7,0,Ebbs,End Current Phase
1,1,7,1,Ebbs,BuyCard: PROVINCE by player 1
1,1,8,0,Ebbs,End Current Phase
1,1,8,1,Ebbs,BuyCard: WORKSHOP by player 1
1,1,9,0,Ebbs,SMITHY : Player 1
1,1,9,1,Ebbs,BuyCard: DUCHY by player 1
1,1,10,0,Ebbs,End Current Phase
1,1,10,1,Ebbs,BuyCard: GOLD by player 1
1,1,11,0,Ebbs,End Current Phase
1,1,11,1,Ebbs,BuyCard: VILLAGE by player 1
1,1,12,0,Ebbs,VILLAGE : Player 1
1,1,12,1,Ebbs,WORKSHOP : Player 1
1,1,12,2,Ebbs,GainCard: VILLAGE by player 1
1,1,12,3,Ebbs,SMITHY : Player 1
1,1,12,4,Ebbs,BuyCard: SMITHY by player 1
1,1,13,0,Ebbs,End Current Phase
1,1,13,1,Ebbs,BuyCard: PROVINCE by player 1
1,1,14,0,Ebbs,End Current Phase
1,1,14,1,Ebbs,BuyCard: VILLAGE by player 1
1,1,15,0,Ebbs,End Current Phase
1,1,15,1,Ebbs,BuyCard: WORKSHOP by player 1
1,1,16,0,Ebbs,VILLAGE : Player 1
1,1,16,1,Ebbs,VILLAGE : Player 1
1,1,16,2,Ebbs,WORKSHOP : Player 1
1,1,16,3,Ebbs,GainCard: MILITIA by player 1
1,1,16,4,Ebbs,BuyCard: DUCHY by player 1
1,1,17,0,Ebbs,End Current Phase
1,1,17,1,Ebbs,BuyCard: SILVER by player 1
1,1,18,0,Ebbs,SMITHY : Player 1
1,1,18,1,Ebbs,BuyCard: VILLAGE by player 1
1,1,19,0,Ebbs,VILLAGE : Player 1
1,1,19,1,Ebbs,VILLAGE : Player 1
1,1,19,2,Ebbs,BuyCard: SILVER by player 1
1,1,20,0,Ebbs,WORKSHOP : Player 1
1,1,20,1,Ebbs,GainCard: SMITHY by player 1
1,1,20,2,Ebbs,BuyCard: VILLAGE by player 1
1,1,21,0,Ebbs,End Current Phase
1,1,21,1,Ebbs,BuyCard: MARKET by player 1
1,1,22,0,Ebbs,SMITHY : Player 1
1,1,22,1,Ebbs,BuyCard: DUCHY by player 1
1,1,23,0,Ebbs,VILLAGE : Player 1
1,1,23,1,Ebbs,SMITHY : Player 1
1,1,23,2,Ebbs,VILLAGE : Player 1
1,1,23,3,Ebbs,MILITIA : Player 1
1,1,23,4,Ebbs,WORKSHOP : Player 1
1,1,23,5,Ebbs,GainCard: SMITHY by player 1
1,1,23,6,Ebbs,BuyCard: DUCHY by player 1
1,1,24,0,Ebbs,End Current Phase
1,1,24,1,Ebbs,BuyCard: DUCHY by player 1
1,1,25,0,Ebbs,VILLAGE : Player 1
1,1,25,1,Ebbs,VILLAGE : Player 1
1,1,25,2,Ebbs,VILLAGE : Player 1
1,1,25,3,Ebbs,WORKSHOP : Player 1
1,1,25,4,Ebbs,GainCard: SMITHY by player 1
1,1,25,5,Ebbs,BuyCard: SILVER by player 1
2,0,1,0,Platinus,End Current Phase
2,0,1,1,Platinus,BuyCard: SILVER by player 0
2,0,2,0,Platinus,End Current Phase
2,0,2,1,Platinus,BuyCard: WORKSHOP by player 0
2,0,3,0,Platinus,End Current Phase
2,0,3,1,Platinus,BuyCard: MINE by player 0
2,0,4,0,Platinus,WORKSHOP : Player 0
2,0,4,1,Platinus,GainCard: REMODEL by player 0
2,0,4,2,Platinus,BuyCard: VILLAGE by player 0
2,0,5,0,Platinus,End Current Phase
2,0,5,1,Platinus,BuyCard: REMODEL by player 0
2,0,6,0,Platinus,VILLAGE : Player 0
2,0,6,1,Platinus,MINE : Player 0
2,0,6,2,Platinus,Player 0 trashes a COPPER from HAND
2,0,6,3,Platinus,BuyCard: VILLAGE by player 0
2,0,7,0,Platinus,REMODEL : Player 0
2,0,7,1,Platinus,Player 0 trashes a WORKSHOP from HAND
2,0,7,2,Platinus,GainCard: MARKET by player 0
2,0,7,3,Platinus,BuyCard: VILLAGE by player 0
2,0,8,0,Platinus,VILLAGE : Player 0
2,0,8,1,Platinus,BuyCard: REMODEL by player 0
2,0,9,0,Platinus,VILLAGE : Player 0
2,0,9,1,Platinus,MINE : Player 0
2,0,9,2,Platinus,Player 0 trashes a SILVER from HAND
2,0,9,3,Platinus,BuyCard: MILITIA by player 0
2,0,10,0,Platinus,MARKET : Player 0
2,0,10,1,Platinus,REMODEL : Player 0
2,0,10,2,Platinus,Player 0 trashes a REMODEL from HAND
2,0,10,3,Platinus,GainCard: GOLD by player 0
2,0,10,4,Platinus,BuyCard: MOAT by player 0
2,0,11,0,Platinus,VILLAGE : Player 0
2,0,11,1,Platinus,MINE : Player 0
2,0,11,2,Platinus,Player 0 trashes a COPPER from HAND
2,0,11,3,Platinus,BuyCard: VILLAGE by player 0
2,0,12,0,Platinus,VILLAGE : Player 0
2,0,12,1,Platinus,REMODEL : Player 0
2,0,12,2,Platinus,Player 0 trashes a GOLD from HAND
2,0,12,3,Platinus,GainCard: PROVINCE by player 0
2,0,12,4,Platinus,BuyCard: SILVER by player 0
2,0,13,0,Platinus,VILLAGE : Player 0
2,0,13,1,Platinus,MARKET : Player 0
2,0,13,2,Platinus,BuyCard: PROVINCE by player 0
2,0,14,0,Platinus,VILLAGE : Player 0
2,0,14,1,Platinus,MINE : Player 0
2,0,14,2,Platinus,Player 0 trashes a COPPER from HAND
2,0,14,3,Platinus,MILITIA : Player 0
2,0,14,4,Platinus,BuyCard: MARKET by player 0
2,0,15,0,Platinus,VILLAGE : Player 0
2,0,15,1,Platinus,MOAT : Player 0
2,0,15,2,Platinus,REMODEL : Player 0
2,0,15,3,Platinus,Player 0 trashes a ESTATE from HAND
2,0,15,4,Platinus,GainCard: SMITHY by player 0
2,0,15,5,Platinus,BuyCard: MOAT by player 0
2,0,16,0,Platinus,VILLAGE : Player 0
2,0,16,1,Platinus,VILLAGE : Player 0
2,0,16,2,Platinus,MARKET : Player 0
2,0,16,3,Platinus,BuyCard: PROVINCE by player 0
2,0,16,4,Platinus,BuyCard: MOAT by player 0
2,0,17,0,Platinus,MARKET : Player 0
2,0,17,1,Platinus,VILLAGE : Player 0
2,0,17,2,Platinus,SMITHY : Player 0
2,0,17,3,Platinus,REMODEL : Player 0
2,0,17,4,Platinus,Player 0 trashes a ESTATE from HAND
2,0,17,5,Platinus,GainCard: SMITHY by player 0
2,0,17,6,Platinus,BuyCard: SILVER by player 0
2,0,18,0,Platinus,VILLAGE : Player 0
2,0,18,1,Platinus,MINE : Player 0
2,0,18,2,Platinus,Player 0 trashes a COPPER from HAND
2,0,18,3,Platinus,MILITIA : Player 0
2,0,18,4,Platinus,BuyCard: SMITHY by player 0
2,0,19,0,Platinus,REMODEL : Player 0
2,0,19,1,Platinus,Player 0 trashes a GOLD from HAND
2,0,19,2,Platinus,GainCard: PROVINCE by player 0
2,0,19,3,Platinus,BuyCard: ESTATE by player 0
2,1,1,0,hook,End Current Phase
2,1,1,1,hook,BuyCard: SILVER by player 1
2,1,2,0,hook,End Current Phase
2,1,2,1,hook,BuyCard: WORKSHOP by player 1
2,1,3,0,hook,WORKSHOP : Player 1
2,1,3,1,hook,GainCard: REMODEL by player 1
2,1,3,2,hook,BuyCard: VILLAGE by player 1
2,1,4,0,hook,End Current Phase
2,1,4,1,hook,BuyCard: VILLAGE by player 1
2,1,5,0,hook,End Current Phase
2,1,5,1,hook,BuyCard: SILVER by player 1
2,1,6,0,hook,VILLAGE : Player 1
2,1,6,1,hook,REMODEL : Player 1
2,1,6,2,hook,Player 1 trashes a ESTATE from HAND
2,1,6,3,hook,GainCard: REMODEL by player 1
2,1,6,4,hook,VILLAGE : Player 1
2,1,6,5,hook,BuyCard: VILLAGE by player 1
2,1,7,0,hook,WORKSHOP : Player 1
2,1,7,1,hook,GainCard: SMITHY by player 1
2,1,7,2,hook,BuyCard: MINE by player 1
2,1,8,0,hook,REMODEL : Player 1
2,1,8,1,hook,Player 1 trashes a COPPER from HAND
2,1,8,2,hook,GainCard: MOAT by player 1
2,1,8,3,hook,BuyCard: VILLAGE by player 1
2,1,9,0,hook,VILLAGE : Player 1
2,1,9,1,hook,REMODEL : Player 1
2,1,9,2,hook,Player 1 trashes a ESTATE from HAND
2,1,9,3,hook,GainCard: REMODEL by player 1
2,1,9,4,hook,VILLAGE : Player 1
2,1,9,5,hook,VILLAGE : Player 1
2,1,9,6,hook,MOAT : Player 1
2,1,9,7,hook,BuyCard: REMODEL by player 1
2,1,10,0,hook,VILLAGE : Player 1
2,1,10,1,hook,REMODEL : Player 1
2,1,10,2,hook,Player 1 trashes a COPPER from HAND
2,1,10,3,hook,GainCard: MOAT by player 1
2,1,10,4,hook,BuyCard: VILLAGE by player 1
2,1,11,0,hook,MINE : Player 1
2,1,11,1,hook,Player 1 trashes a SILVER from HAND
2,1,11,2,hook,BuyCard: VILLAGE by player 1
2,1,12,0,hook,VILLAGE : Player 1
2,1,12,1,hook,MINE : Player 1
2,1,12,2,hook,Player 1 trashes a SILVER from HAND
2,1,12,3,hook,REMODEL : Player 1
2,1,12,4,hook,Player 1 trashes a GOLD from HAND
2,1,12,5,hook,GainCard: PROVINCE by player 1
2,1,12,6,hook,End Current Phase
2,1,13,0,hook,VILLAGE : Player 1
2,1,13,1,hook,MOAT : Player 1
2,1,13,2,hook,VILLAGE : Player 1
2,1,13,3,hook,VILLAGE : Player 1
2,1,13,4,hook,REMODEL : Player 1
2,1,13,5,hook,Player 1 trashes a ESTATE from HAND
2,1,13,6,hook,GainCard: REMODEL by player 1
2,1,13,7,hook,MOAT : Player 1
2,1,13,8,hook,VILLAGE : Player 1
2,1,13,9,hook,VILLAGE : Player 1
2,1,13,10,hook,SMITHY : Player 1
2,1,13,11,hook,WORKSHOP : Player 1
2,1,13,12,hook,GainCard: REMODEL by player 1
2,1,13,13,hook,REMODEL : Player 1
2,1,13,14,hook,Player 1 trashes a GOLD from HAND
2,1,13,15,hook,GainCard: PROVINCE by player 1
2,1,13,16,hook,BuyCard: REMODEL by player 1
2,1,14,0,hook,REMODEL : Player 1
2,1,14,1,hook,Player 1 trashes a MOAT from HAND
2,1,14,2,hook,GainCard: SMITHY by player 1
2,1,14,3,hook,Player 1 trashes a ESTATE from HAND
2,1,14,4,hook,GainCard: SMITHY by player 1
2,1,14,5,hook,End Current Phase
2,1,15,0,hook,VILLAGE : Player 1
2,1,15,1,hook,REMODEL : Player 1
2,1,15,2,hook,Player 1 trashes a REMODEL from HAND
2,1,15,3,hook,GainCard: GOLD by player 1
2,1,15,4,hook,REMODEL : Player 1
2,1,15,5,hook,Player 1 trashes a COPPER from HAND
2,1,15,6,hook,GainCard: MOAT by player 1
2,1,15,7,hook,End Current Phase
2,1,16,0,hook,VILLAGE : Player 1
2,1,16,1,hook,VILLAGE : Player 1
2,1,16,2,hook,MINE : Player 1
2,1,16,3,hook,Player 1 trashes a COPPER from HAND
2,1,16,4,hook,REMODEL : Player 1
2,1,16,5,hook,Player 1 trashes a REMODEL from HAND
2,1,16,6,hook,GainCard: GOLD by player 1
2,1,16,7,hook,BuyCard: WORKSHOP by player 1
2,1,17,0,hook,VILLAGE : Player 1
2,1,17,1,hook,VILLAGE : Player 1
2,1,17,2,hook,VILLAGE : Player 1
2,1,17,3,hook,SMITHY : Player 1
2,1,17,4,hook,REMODEL : Player 1
2,1,17,5,hook,Player 1 trashes a GOLD from HAND
2,1,17,6,hook,GainCard: PROVINCE by player 1
2,1,17,7,hook,REMODEL : Player 1
2,1,17,8,hook,Player 1 trashes a MOAT from HAND
2,1,17,9,hook,GainCard: SMITHY by player 1
2,1,17,10,hook,WORKSHOP : Player 1
2,1,17,11,hook,GainCard: SMITHY by player 1
2,1,17,12,hook,Player 1 trashes a COPPER from HAND
2,1,17,13,hook,End Current Phase
2,1,18,0,hook,VILLAGE : Player 1
2,1,18,1,hook,SMITHY : Player 1
2,1,18,2,hook,REMODEL : Player 1
2,1,18,3,hook,Player 1 trashes a GOLD from HAND
2,1,18,4,hook,GainCard: PROVINCE by player 1
2,1,18,5,hook,BuyCard: MOAT by player 1
3,0,1,0,Bloodburn,MOAT : Player 0
3,0,1,1,Bloodburn,BuyCard: PROVINCE by player 0
3,0,1,2,Bloodburn,BuyCard: PROVINCE by player 0
3,0,1,3,Bloodburn,MOAT : Player 0
3,0,1,4,Bloodburn,BuyCard: PROVINCE by player 0
3,0,1,5,Bloodburn,CELLAR : Player 0
3,0,1,6,Bloodburn,MARKET : Player 0
3,0,1,7,Bloodburn,BuyCard: PROVINCE by player 0
3,0,1,8,Bloodburn,MOAT : Player 0
3,0,1,9,Bloodburn,BuyCard: PROVINCE by player 0
3,0,1,10,Bloodburn,MARKET : Player 0
3,0,1,11,Bloodburn,BuyCard: PROVINCE by player 0
3,0,1,12,Bloodburn,MOAT : Player 0
3,0,1,13,Bloodburn,BuyCard: PROVINCE by player 0
3,0,1,14,Bloodburn,MARKET : Player 0
3,0,1,15,Bloodburn,BuyCard: PROVINCE by player 0
3,0,1,16,Bloodburn,MOAT : Player 0
3,0,1,17,Bloodburn,BuyCard: PROVINCE by player 0
3,0,1,18,Bloodburn,BuyCard: PROVINCE by player 0
3,0,1,19,Bloodburn,MOAT : Player 0
3,0,1,20,Bloodburn,BuyCard: PROVINCE by player 0
3,0,1,21,Bloodburn,BuyCard: PROVINCE by player 0
3,0,1,22,Bloodburn,MOAT : Player 0
3,0,1,23,Bloodburn,BuyCard: PROVINCE by player 0
3,0,1,24,Bloodburn,BuyCard: PROVINCE by player 0
3,0,1,25,Bloodburn,MOAT : Player 0
3,0,1,26,Bloodburn,BuyCard: PROVINCE by player 0
3,0,1,27,Bloodburn,MARKET : Player 0
3,0,1,28,Bloodburn,BuyCard: PROVINCE by player 0
3,0,1,29,Bloodburn,BuyCard: WORKSHOP by player 0
3,0,1,30,Bloodburn,MARKET : Player 0
3,0,1,31,Bloodburn,MOAT : Player 0
3,0,1,32,Bloodburn,BuyCard: PROVINCE by player 0
3,0,1,33,Bloodburn,REMODEL : Player 0
3,0,1,34,Bloodburn,Player 0 trashes a ESTATE from HAND
3,0,1,35,Bloodburn,GainCard: CELLAR by player 0
3,0,1,36,Bloodburn,BuyCard: GOLD by player 0
3,0,1,37,Bloodburn,CELLAR : Player 0
3,0,1,38,Bloodburn,WORKSHOP : Player 0
3,0,1,39,Bloodburn,GainCard: REMODEL by player 0
3,0,1,40,Bloodburn,BuyCard: GOLD by player 0
3,0,1,41,Bloodburn,MARKET : Player 0
3,0,1,42,Bloodburn,REMODEL : Player 0
3,0,1,43,Bloodburn,Player 0 trashes a ESTATE from HAND
3,0,1,44,Bloodburn,GainCard: REMODEL by player 0
