GameID	AgentName	Player	Round	TotalRounds	FinalScore	Win	CELLAR	MARKET	MILITIA	MINE	MOAT	REMODEL	SMITHY	VILLAGE	WOODCUTTER	WORKSHOP	CURSE	GOLD	SILVER	COPPER	ESTATE	DUCHY	PROVINCE
1	TheMule	1	9	24	27	0	0	0	0	0	1	0	2	2	1	0	0	1	3	7	3	0	0
1	CatDog	0	10	23	39	1.0	2	1	1	1	2	0	2	2	0	1	0	2	1	8	3	0	0
1	TheMule	1	10	24	27	0	0	1	0	0	1	0	2	2	1	0	0	1	3	7	3	0	0
1	CatDog	0	11	23	39	1.0	2	1	1	2	2	0	2	2	0	1	0	2	2	7	3	0	0
1	TheMule	1	11	24	27	0	0	1	0	0	1	0	2	3	1	0	0	1	3	7	3	0	0
1	CatDog	0	12	23	39	1.0	2	1	1	2	2	0	2	2	0	1	0	2	3	7	3	0	0
1	TheMule	1	12	24	27	0	0	1	0	1	1	0	2	3	1	0	0	1	3	7	3	0	0
1	CatDog	0	13	23	39	1.0	2	1	1	2	2	0	2	4	0	1	0	2	4	6	3	0	0
1	TheMule	1	13	24	27	0	0	2	0	1	1	0	2	3	1	0	0	1	3	7	3	0	0
1	CatDog	0	14	23	39	1.0	2	1	1	2	2	0	2	4	0	1	0	3	4	6	3	0	0
1	TheMule	1	14	24	27	0	1	2	0	1	1	0	3	3	1	0	0	1	3	7	3	0	0
1	CatDog	0	15	23	39	1.0	2	1	1	2	2	0	2	4	0	1	0	3	5	5	3	1	0
1	TheMule	1	15	24	27	0	1	2	0	1	1	0	3	5	1	0	0	1	3	7	3	0	0
1	CatDog	0	16	23	39	1.0	2	1	1	2	2	0	2	4	0	1	0	3	5	5	3	1	1
1	TheMule	1	16	24	27	0	1	2	0	2	1	0	4	5	1	0	0	1	4	6	3	0	0
1	CatDog	0	17	23	39	1.0	2	1	1	2	2	0	2	4	0	1	0	3	5	5	3	2	1
1	TheMule	1	17	24	27	0	1	2	0	3	2	0	4	5	1	0	0	1	4	6	3	0	1
1	CatDog	0	18	23	39	1.0	2	1	1	2	2	0	2	4	0	1	0	3	6	4	3	2	2
1	TheMule	1	18	24	27	0	1	2	0	3	2	0	4	6	1	0	0	1	5	5	3	0	1
1	CatDog	0	19	23	39	1.0	2	1	1	2	2	0	2	4	0	1	0	3	6	4	3	3	2
1	TheMule	1	19	24	27	0	1	3	0	3	2	0	4	6	1	0	0	1	5	5	3	0	1
1	CatDog	0	20	23	39	1.0	2	1	1	2	2	0	2	4	0	1	0	3	6	4	3	3	3
1	TheMule	1	20	24	27	0	2	3	0	3	2	0	4	6	1	0	0	1	6	4	3	0	2
1	CatDog	0	21	23	39	1.0	2	1	1	2	2	0	2	4	0	1	0	3	7	3	3	4	3
1	TheMule	1	21	24	27	0	2	3	0	3	2	0	5	6	1	0	0	2	5	4	3	0	2
1	CatDog	0	22	23	39	1.0	2	1	1	2	2	0	2	4	0	1	0	3	7	3	3	4	4
1	TheMule	1	22	24	27	0	2	3	0	3	2	0	5	6	1	0	0	2	5	4	3	0	3
1	CatDog	0	23	23	39	1.0	2	1	1	2	2	0	2	4	0	1	0	3	7	3	3	4	4
1	TheMule	1	23	24	27	0	2	3	0	3	2	0	5	6	1	0	0	4	3	4	3	0	4
2	Platinus	0	0	19	26	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	3	0	0
2	hook	1	0	18	24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	3	0	0
2	Platinus	0	1	19	26	1.0	0	0	0	0	0	0	0	0	0	1	0	0	1	7	3	0	0
2	hook	1	1	18	24	0	0	0	0	0	0	0	0	0	0	1	0	0	1	7	3	0	0
2	Platinus	0	2	19	26	1.0	0	0	0	1	0	0	0	0	0	1	0	0	1	7	3	0	0
2	hook	1	2	18	24	0	0	0	0	0	0	1	0	1	0	1	0	0	1	7	3	0	0
2	Platinus	0	3	19	26	1.0	0	0	0	1	0	1	0	1	0	1	0	0	1	7	3	0	0
2	hook	1	3	18	24	0	0	0	0	0	0	1	0	2	0	1	0	0	1	7	3	0	0
2	Platinus	0	4	19	26	1.0	0	0	0	1	0	2	0	1	0	1	0	0	1	7	3	0	0
2	hook	1	4	18	24	0	0	0	0	0	0	1	0	2	0	1	0	0	2	7	3	0	0
2	Platinus	0	5	19	26	1.0	0	0	0	1	0	2	0	2	0	1	0	0	2	6	3	0	0
2	hook	1	5	18	24	0	0	0	0	0	0	2	0	3	0	1	0	0	2	7	2	0	0
2	Platinus	0	6	19	26	1.0	0	1	0	1	0	2	0	3	0	0	0	0	2	6	3	0	0
2	hook	1	6	18	24	0	0	0	0	1	0	2	1	3	0	1	0	0	2	7	2	0	0
2	Platinus	0	7	19	26	1.0	0	1	0	1	0	3	0	3	0	0	0	0	2	6	3	0	0
2	hook	1	7	18	24	0	0	0	0	1	1	2	1	4	0	1	0	0	2	6	2	0	0
2	Platinus	0	8	19	26	1.0	0	1	1	1	0	3	0	3	0	0	0	1	1	6	3	0	0
2	hook	1	8	18	24	0	0	0	0	1	1	4	1	4	0	1	0	0	2	6	1	0	0
2	Platinus	0	9	19	26	1.0	0	1	1	1	1	2	0	3	0	0	0	2	1	6	3	0	0
2	hook	1	9	18	24	0	0	0	0	1	2	4	1	5	0	1	0	0	2	5	1	0	0
2	Platinus	0	10	19	26	1.0	0	1	1	1	1	2	0	4	0	0	0	2	2	5	3	0	0
2	hook	1	10	18	24	0	0	0	0	1	2	4	1	6	0	1	0	1	1	5	1	0	0
2	Platinus	0	11	19	26	1.0	0	1	1	1	1	2	0	4	0	0	0	1	3	5	3	0	1
2	hook	1	11	18	24	0	0	0	0	1	2	4	1	6	0	1	0	1	0	5	1	0	1
2	Platinus	0	12	19	26	1.0	0	1	1	1	1	2	0	4	0	0	0	1	3	5	3	0	2
2	hook	1	12	18	24	0	0	0	0	1	2	7	1	6	0	1	0	0	0	5	0	0	2
2	Platinus	0	13	19	26	1.0	0	2	1	1	1	2	0	4	0	0	0	1	4	4	3	0	2
2	hook	1	13	18	24	0	0	0	0	1	1	7	2	6	0	1	0	0	0	5	0	0	2
2	Platinus	0	14	19	26	1.0	0	2	1	1	2	2	1	4	0	0	0	1	4	4	2	0	2
2	hook	1	14	18	24	0	0	0	0	1	2	6	2	6	0	1	0	1	0	4	0	0	2
2	Platinus	0	15	19	26	1.0	0	2	1	1	3	2	1	4	0	0	0	1	4	4	2	0	3
2	hook	1	15	18	24	0	0	0	0	1	2	5	2	6	0	2	0	2	1	3	0	0	2
2	Platinus	0	16	19	26	1.0	0	2	1	1	3	2	2	4	0	0	0	1	5	4	1	0	3
2	hook	1	16	18	24	0	0	0	0	1	1	5	4	6	0	2	0	1	1	3	0	0	3
2	Platinus	0	17	19	26	1.0	0	2	1	1	3	2	3	4	0	0	0	1	6	3	1	0	3
2	hook	1	17	18	24	0	0	0	0	1	2	5	4	6	0	2	0	0	1	3	0	0	4
2	Platinus	0	18	19	26	1.0	0	2	1	1	3	2	3	4	0	0	0	0	6	3	2	0	4
2	hook	1	18	18	24	0	0	0	0	1	2	5	4	6	0	2	0	0	1	3	0	0	4
3	nishadham	0	0	24	54	1.0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0
3	schw	1	0	24	29	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	3	0	0
3	nishadham	0	1	24	54	1.0	1	1	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0
3	schw	1	1	24	29	0	0	0	0	0	0	0	1	0	1	0	0	0	0	7	3	0	0
3	nishadham	0	2	24	54	1.0	1	1	0	0	0	0	0	0	0	0	0	0	1	7	3	0	0
3	schw	1	2	24	29	0	0	1	0	0	0	0	1	0	1	0	0	0	0	7	3	0	0
3	nishadham	0	3	24	54	1.0	1	1	0	0	0	0	1	0	0	0	0	0	1	7	3	0	0
3	schw	1	3	24	29	0	0	1	0	0	0	0	1	0	1	1	0	0	0	7	3	0	0
3	nishadham	0	4	24	54	1.0	1	1	0	0	0	0	1	0	0	0	0	0	2	7	3	0	0
3	schw	1	4	24	29	0	0	2	0	0	0	0	1	0	1	1	0	0	0	7	3	0	0
3	nishadham	0	5	24	54	1.0	1	2	0	0	0	0	1	0	0	0	0	0	2	7	3	0	0
3	schw	1	5	24	29	0	0	2	0	0	0	0	2	0	1	1	0	0	0	8	3	0	0
3	nishadham	0	6	24	54	1.0	1	2	0	1	0	0	1	0	0	0	0	0	2	7	3	0	0
3	schw	1	6	24	29	0	0	2	0	0	0	0	2	0	1	1	0	0	1	9	3	0	0
3	nishadham	0	7	24	54	1.0	1	2	0	1	0	0	1	0	0	0	0	1	2	7	3	0	0
3	schw	1	7	24	29	0	0	3	0	0	0	0	2	0	1	1	0	0	1	9	3	0	0
3	nishadham	0	8	24	54	1.0	2	2	0	1	0	0	1	0	0	0	0	1	4	6	3	0	0
3	schw	1	8	24	29	0	0	3	0	0	0	0	2	0	1	1	0	1	1	11	3	0	0
3	nishadham	0	9	24	54	1.0	3	2	0	1	0	0	1	0	0	0	0	2	4	6	3	0	0
3	schw	1	9	24	29	0	0	3	0	0	0	0	3	0	1	1	0	1	1	12	3	0	0
3	nishadham	0	10	24	54	1.0	3	2	0	1	0	0	1	0	0	0	0	3	4	6	3	0	0
3	schw	1	10	24	29	0	0	3	0	0	0	0	3	0	1	1	0	1	1	12	3	0	1
3	nishadham	0	11	24	54	1.0	3	2	0	1	0	0	2	0	0	0	0	4	3	6	3	0	0
3	schw	1	11	24	29	0	0	4	0	0	0	0	3	0	1	1	0	1	1	12	4	0	1
3	nishadham	0	12	24	54	1.0	3	2	0	2	0	0	2	0	0	0	0	4	3	6	3	0	0
3	schw	1	12	24	29	0	0	4	0	0	0	0	3	1	1	1	0	1	1	12	5	0	1
3	nishadham	0	13	24	54	1.0	3	2	0	2	0	0	2	0	0	0	0	4	3	6	3	0	1
3	schw	1	13	24	29	0	0	4	0	0	0	0	3	2	1	1	0	1	1	12	5	0	1
3	nishadham	0	14	24	54	1.0	3	2	0	2	0	0	2	0	0	0	0	4	4	5	3	0	2
3	schw	1	14	24	29	0	0	4	0	0	0	0	3	3	1	1	0	1	1	13	5	0	1
3	nishadham	0	15	24	54	1.0	3	2	0	2	0	0	2	0	0	0	0	4	4	5	3	0	3
3	schw	1	15	24	29	0	0	5	0	0	0	0	3	3	1	1	0	1	1	13	5	0	1
3	nishadham	0	16	24	54	1.0	3	2	0	2	0	0	2	0	0	0	0	6	3	5	3	0	3
3	schw	1	16	24	29	0	0	6	0	0	1	0	3	3	1	1	0	1	1	13	5	0	1
3	nishadham	0	17	24	54	1.0	3	2	0	2	0	0	2	0	0	0	0	6	3	5	3	0	4
3	schw	1	17	24	29	0	0	7	0	0	2	0	3	3	1	1	0	1	1	13	5	0	1
3	nishadham	0	18	24	54	1.0	3	2	0	2	0	0	2	0	0	0	0	6	3	5	3	0	5
3	schw	1	18	24	29	0	0	7	0	0	2	0	3	3	1	1	0	1	2	13	5	0	1
3	nishadham	0	19	24	54	1.0	3	2	0	2	0	0	2	0	0	0	0	6	4	4	3	1	5
3	schw	1	19	24	29	0	0	7	0	0	2	0	3	3	1	1	0	1	2	13	5	1	1
3	nishadham	0	20	24	54	1.0	3	2	0	2	0	0	2	0	0	0	0	6	4	4	3	1	6
3	schw	1	20	24	29	0	0	7	0	0	2	0	3	3	1	1	0	1	2	13	5	2	1
3	nishadham	0	21	24	54	1.0	4	2	0	2	0	0	2	0	0	0	0	7	3	4	3	2	6
3	schw	1	21	24	29	0	0	7	0	0	2	0	3	3	1	1	0	1	2	13	5	4	1
3	nishadham	0	22	24	54	1.0	4	2	0	2	0	0	2	0	0	0	0	7	3	4	3	3	6
3	schw	1	22	24	29	0	0	7	0	0	2	0	3	3	1	1	0	1	2	13	5	5	1
3	nishadham	0	23	24	54	1.0	4	2	0	2	0	0	2	0	0	0	0	7	3	4	3	3	7
3	schw	1	23	24	29	0	0	7	0	0	2	0	3	3	1	1	0	1	2	13	8	5	1
4	adamjmac	0	0	23	36	1.0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	3	0	0
4	rPod	1	0	24	30	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	3	0	0
4	adamjmac	0	1	23	36	1.0	1	0	0	1	0	0	0	0	0	0	0	0	0	7	3	0	0
4	rPod	1	1	24	30	0	0	0	0	0	0	0	1	1	0	0	0	0	0	7	3	0	0
4	adamjmac	0	2	23	36	1.0	1	0	0	1	0	0	0	1	0	0	0	0	1	6	3	0	0
4	rPod	1	2	24	30	0	0	0	0	0	0	0	1	2	0	0	0	0	0	7	3	0	0
4	adamjmac	0	3	23	36	1.0	1	0	0	1	0	0	1	1	0	0	0	0	1	6	3	0	0
4	rPod	1	3	24	30	0	0	0	0	0	0	0	1	2	0	0	0	0	1	7	3	0	0
4	adamjmac	0	4	23	36	1.0	1	0	0	1	0	0	1	2	0	0	0	0	1	6	3	0	0
4	rPod	1	4	24	30	0	0	0	0	1	0	0	1	2	0	0	0	0	1	7	3	0	0
4	adamjmac	0	5	23	36	1.0	1	1	0	1	0	0	1	2	0	0	0	1	0	6	3	0	0
4	rPod	1	5	24	30	0	0	0	0	1	0	0	1	2	0	0	0	1	1	7	3	0	0
4	adamjmac	0	6	23	36	1.0	1	2	0	1	1	0	1	2	0	0	0	1	1	5	3	0	0
4	rPod	1	6	24	30	0	0	0	0	1	0	0	1	3	0	0	0	1	1	7	3	0	0
4	adamjmac	0	7	23	36	1.0	1	2	0	1	1	0	1	2	0	0	0	1	2	4	3	0	1
4	rPod	1	7	24	30	0	0	1	0	1	0	0	1	3	0	0	0	2	0	7	3	0	0
4	adamjmac	0	8	23	36	1.0	1	2	0	1	1	0	1	2	0	0	0	1	3	3	3	0	2
4	rPod	1	8	24	30	0	0	1	0	1	0	0	1	4	0	0	0	2	0	7	3	0	0
4	adamjmac	0	9	23	36	1.0	1	3	0	1	1	0	1	2	0	0	0	1	3	3	3	0	2
4	rPod	1	9	24	30	0	0	1	1	1	0	0	1	5	0	0	0	2	0	7	3	0	0
4	adamjmac	0	10	23	36	1.0	1	3	0	1	1	0	1	4	0	0	0	1	3	3	3	0	2
4	rPod	1	10	24	30	0	0	1	1	1	0	0	1	5	0	0	0	3	1	6	3	0	0
4	adamjmac	0	11	23	36	1.0	1	3	0	1	1	0	1	5	0	0	0	1	4	2	3	0	3
4	rPod	1	11	24	30	0	0	1	1	1	0	0	1	5	0	0	0	4	2	5	3	0	0
4	adamjmac	0	12	23	36	1.0	1	3	0	2	1	0	1	5	0	0	0	1	4	2	3	0	3
4	rPod	1	12	24	30	0	0	2	1	1	0	0	1	5	0	0	0	4	2	5	3	0	0
4	adamjmac	0	13	23	36	1.0	1	3	0	2	1	0	1	5	0	0	0	1	4	2	3	1	4
4	rPod	1	13	24	30	0	1	3	1	1	0	0	1	5	0	0	0	4	3	4	3	0	1
4	adamjmac	0	14	23	36	1.0	2	3	0	2	1	0	1	5	0	0	0	2	4	1	3	1	4
4	rPod	1	14	24	30	0	1	3	1	1	0	0	1	5	0	1	0	4	3	4	3	0	1
4	adamjmac	0	15	23	36	1.0	2	3	0	2	1	0	1	5	0	0	0	2	4	1	3	2	4
4	rPod	1	15	24	30	0	2	3	1	1	0	0	1	5	0	1	0	4	3	4	3	1	1
4	adamjmac	0	16	23	36	1.0	2	3	0	2	1	1	1	5	0	0	0	2	5	0	3	2	4
4	rPod	1	16	24	30	0	2	3	1	1	0	0	1	5	0	1	0	4	3	4	3	1	2
4	adamjmac	0	17	23	36	1.0	2	4	0	2	1	1	1	5	0	0	0	2	5	0	3	2	4
4	rPod	1	17	24	30	0	2	3	2	1	0	0	1	5	0	1	0	4	3	4	3	2	2
4	adamjmac	0	18	23	36	1.0	2	5	0	2	1	1	1	5	0	0	0	3	4	0	3	2	4
4	rPod	1	18	24	30	0	2	3	2	1	0	1	1	5	0	1	0	5	2	4	3	2	2
4	adamjmac	0	19	23	36	1.0	3	5	0	2	1	1	1	5	0	0	0	3	4	0	3	2	4
4	rPod	1	19	24	30	0	2	4	2	1	0	1	1	5	0	1	0	5	2	4	3	2	2
4	adamjmac	0	20	23	36	1.0	5	5	0	2	1	1	1	5	0	0	0	3	4	0	3	2	4
4	rPod	1	20	24	30	0	2	4	3	1	0	1	1	5	0	1	0	5	2	4	3	3	2
4	adamjmac	0	21	23	36	1.0	6	5	0	2	1	1	1	5	0	0	0	3	4	0	3	3	4
4	rPod	1	21	24	30	0	2	5	3	1	0	1	1	5	0	1	0	5	2	4	3	3	2
4	adamjmac	0	22	23	36	1.0	7	5	0	2	1	1	1	5	0	0	0	4	3	0	3	3	4
4	rPod	1	22	24	30	0	2	5	3	1	0	2	1	5	0	1	0	5	2	4	3	4	2
4	adamjmac	0	23	23	36	1.0	7	5	0	2	1	1	1	5	0	0	0	4	3	0	3	3	4
4	rPod	1	23	24	30	0	2	5	3	1	0	2	1	5	0	1	0	5	2	4	3	5	2
5	slemdog	0	0	18	33	1.0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	3	0	0
5	D Quad	1	0	19	23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	3	0	0
5	slemdog	0	1	18	33	1.0	0	0	0	0	0	0	1	0	0	0	0	0	1	7	3	0	0
5	D Quad	1	1	19	23	0	1	0	0	0	0	0	0	1	0	0	0	0	0	7	3	0	0
5	slemdog	0	2	18	33	1.0	0	0	0	1	0	0	1	0	0	0	0	0	1	7	3	0	0
5	D Quad	1	2	19	23	0	1	0	0	0	0	0	0	2	0	0	0	0	0	7	3	0	0
5	slemdog	0	3	18	33	1.0	0	0	0	1	0	0	1	1	0	0	0	0	1	7	3	0	0
5	D Quad	1	3	19	23	0	2	0	0	0	0	0	0	2	0	0	0	0	0	7	3	0	0
5	slemdog	0	4	18	33	1.0	0	1	0	1	0	0	1	1	0	0	0	0	1	7	3	0	0
5	D Quad	1	4	19	23	0	2	0	0	0	0	0	0	2	0	0	0	0	1	7	3	0	0
5	slemdog	0	5	18	33	1.0	0	2	0	1	0	0	1	1	0	0	0	0	2	6	3	0	0
5	D Quad	1	5	19	23	0	2	0	0	0	0	0	0	2	0	0	0	0	2	7	3	0	0
5	slemdog	0	6	18	33	1.0	0	2	0	1	0	0	1	2	0	0	0	0	2	6	3	0	0
5	D Quad	1	6	19	23	0	2	0	0	0	0	0	0	2	0	0	0	0	3	7	3	0	0
5	slemdog	0	7	18	33	1.0	0	2	0	1	0	0	1	2	0	0	0	1	3	5	3	0	0
5	D Quad	1	7	19	23	0	2	0	0	0	0	0	0	2	0	0	0	0	4	7	3	0	0
5	slemdog	0	8	18	33	1.0	0	2	0	1	0	0	1	3	0	0	0	1	3	5	3	0	0
5	D Quad	1	8	19	23	0	2	1	0	0	0	0	0	2	0	0	0	0	4	7	3	0	0
5	slemdog	0	9	18	33	1.0	0	3	0	1	0	0	1	3	0	0	0	2	3	5	3	0	0
5	D Quad	1	9	19	23	0	2	1	0	0	0	1	0	2	0	0	0	0	4	7	3	0	0
5	slemdog	0	10	18	33	1.0	0	4	0	1	0	0	1	3	0	0	0	2	4	4	3	0	0
5	D Quad	1	10	19	23	0	2	2	0	0	0	1	0	2	0	0	0	0	4	7	3	0	0
5	slemdog	0	11	18	33	1.0	0	4	0	1	0	0	1	3	0	0	0	2	4	4	3	0	1
5	D Quad	1	11	19	23	0	2	2	0	0	1	1	0	2	0	0	0	0	5	6	3	0	0
5	slemdog	0	12	18	33	1.0	0	4	0	1	0	0	2	5	0	0	0	2	4	4	3	0	1
5	D Quad	1	12	19	23	0	2	3	0	0	1	1	0	2	0	0	0	0	5	6	3	0	0
5	slemdog	0	13	18	33	1.0	0	4	0	1	0	0	2	5	0	0	0	2	4	4	3	0	2
5	D Quad	1	13	19	23	0	2	4	0	0	1	1	0	2	0	0	0	0	5	6	3	0	0
5	slemdog	0	14	18	33	1.0	0	5	0	1	0	0	3	5	0	0	0	2	5	3	3	0	2
5	D Quad	1	14	19	23	0	2	5	0	0	1	1	0	2	0	0	0	0	5	6	3	0	0
5	slemdog	0	15	18	33	1.0	0	5	0	1	0	0	3	5	0	0	0	2	5	3	3	0	3
5	D Quad	1	15	19	23	0	2	5	0	0	1	1	0	2	0	0	0	0	5	6	3	0	1
5	slemdog	0	16	18	33	1.0	0	5	0	1	0	0	3	5	0	0	0	2	6	2	3	0	5
5	D Quad	1	16	19	23	0	2	5	0	0	1	1	0	3	0	0	0	0	5	5	4	0	1
5	slemdog	0	17	18	33	1.0	0	5	0	1	0	0	3	5	0	0	0	3	6	2	3	0	5
5	D Quad	1	17	19	23	0	2	5	0	0	1	1	0	3	0	0	0	0	5	5	4	0	2
5	slemdog	0	18	18	33	1.0	0	5	0	1	0	0	3	5	0	0	0	3	6	2	3	0	5
5	D Quad	1	18	19	23	0	2	5	0	0	1	1	0	3	0	0	0	0	5	5	5	0	3
6	cooldude	0	0	19	33	1.0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	3	0	0
6	bloodburn	1	0	18	20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	3	0	0
6	cooldude	0	1	19	33	1.0	0	0	1	0	0	0	0	0	0	0	0	0	1	7	3	0	0
6	bloodburn	1	1	18	20	0	0	0	1	0	0	0	0	0	0	0	0	0	1	7	3	0	0
6	cooldude	0	2	19	33	1.0	0	0	1	0	0	0	0	0	0	0	0	1	1	7	3	0	0
6	bloodburn	1	2	18	20	0	0	0	1	1	0	0	0	0	0	0	0	0	1	7	3	0	0
6	cooldude	0	3	19	33	1.0	1	0	1	0	0	0	0	0	0	0	0	1	1	7	3	0	0
6	bloodburn	1	3	18	20	0	0	0	1	1	0	1	0	0	0	0	0	0	1	7	3	0	0
6	cooldude	0	4	19	33	1.0	1	0	1	0	0	0	0	0	0	0	0	2	1	7	3	0	0
6	bloodburn	1	4	18	20	0	1	0	1	1	0	1	0	1	0	0	0	0	1	6	3	0	0
6	cooldude	0	5	19	33	1.0	1	0	1	1	0	0	0	0	0	0	0	2	1	7	3	0	0
